Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Mitsubishi,Pajero Sport,2011,II (2008—2013),140892 км,15 записей в отчёте Автотеки,,4+,Не битый,2.5DI-D MT (178 л.с.),2.5 л,Дизель,Механика,Полный,Intense,Внедорожник 5-дверный,Белый,Левый,MMCG*************,,1 699 000
Mitsubishi,Outlander,2012,III (2012—2015),119000 км,3 записи в отчёте Автотеки,Оригинал,1,Не битый,2.0 CVT (146 л.с.),2 л,Бензин,Вариатор,Передний,,Внедорожник 5-дверный,Чёрный,Левый,JMBX*************,Не интересует,1 650 000
Mitsubishi,Pajero Sport,2012,II (2008—2013),205602 км,5 записей в отчёте Автотеки,,2,Не битый,2.5DI-D MT (178 л.с.),2.5 л,Дизель,Механика,Полный,Intense,Внедорожник 5-дверный,Серебряный,Левый,MMCG*************,,1 515 000
Mitsubishi,Lancer,2006,IX рестайлинг (2005—2010),187000 км,7 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Седан,Чёрный,Левый,JMBS*************,Возможен,525 000
Mitsubishi,Lancer,2007,X (2007—2010),150000 км,10 записей в отчёте Автотеки,,2,Не битый,2.0 CVT (150 л.с.),2 л,Бензин,Вариатор,Передний,,Седан,Красный,Левый,JMBS*************,,749 000
Mitsubishi,Outlander,2022,III рестайлинг 3 (2018—2023),50 км,,Электронный,1,Не битый,2.0 CVT (146 л.с.),2 л,Бензин,Вариатор,Передний,Intense+,Внедорожник 5-дверный,Белый,Левый,LL66*************,Не интересует,2 700 000
Mitsubishi,L200,2012,IV (2006—2014),297000 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,2.5 DI-D 4WD AT (136 л.с.),2.5 л,Дизель,Автомат,Полный,DC Intense,Пикап,Чёрный,Левый,MMCJ*************,Не интересует,1 600 000
Mitsubishi,Outlander,2015,III рестайлинг 2 (2015—2018),150000 км,15 записей в отчёте Автотеки,Оригинал,2,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Instyle,Внедорожник 5-дверный,Серый,Левый,Z8TX*************,Не интересует,2 000 050
Mitsubishi,Lancer,2008,X (2007—2010),330000 км,16 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 CVT (143 л.с.),1.8 л,Бензин,Вариатор,Передний,Базовая,Седан,Серый,Левый,JMBS*************,Не интересует,750 000
Mitsubishi,Outlander,2002,I (2002—2009),233600 км,14 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.4 4WD AT (142 л.с.),2.4 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,JA4L*************,Возможен,390 000
Mitsubishi,Eclipse Cross,2022,I рестайлинг (2020—2023),33 км,,,1,Не битый,1.5 CVT (150 л.с.),1.5 л,Бензин,Вариатор,Передний,Базовая,Внедорожник 5-дверный,Белый,Левый,LL67*************,,2 884 000
Mitsubishi,ASX,2011,I (2010—2013),196473 км,9 записей в отчёте Автотеки,,1,Не битый,1.6 MT (117 л.с.),1.6 л,Бензин,Механика,Передний,,Внедорожник 5-дверный,Коричневый,Левый,JMBX*************,,1 215 748
Mitsubishi,Outlander,2022,III рестайлинг 3 (2018—2023),36 км,,,1,Не битый,2.0 CVT (146 л.с.),2 л,Бензин,Вариатор,Передний,Intense+,Внедорожник 5-дверный,Белый,Левый,LL66*************,,2 799 000
Mitsubishi,Lancer,2012,X рестайлинг (2011—2015),177034 км,9 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (117 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Чёрный,Левый,JMBS*************,,810 000
Mitsubishi,Lancer,2004,IX (2000—2007),309200 км,19 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Серебряный,Левый,JMBS*************,Не интересует,255 000
