Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Ford,Transit,2018,VIII (2013—2023),268704 км,8 записей в отчёте Автотеки,Оригинал,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Микроавтобус,Белый,Левый,Z6FX*************,,2 599 000
Ford,EcoSport,2016,I (2014—2018),135000 км,9 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 AT (122 л.с.),1.6 л,Бензин,Автомат,Передний,Trend,Внедорожник 5-дверный,Синий,Левый,Z6FL*************,Не интересует,1 350 000
Ford,Kuga,2013,II (2012—2016),155000 км,15 записей в отчёте Автотеки,,2,Не битый,1.6 4WD AT (182 л.с.),1.6 л,Бензин,Автомат,Полный,Titanium Plus,Внедорожник 5-дверный,Белый,Левый,Z6FA*************,Возможен,1 149 000
Ford,Focus,2007,II (2005—2008),223830 км,10 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MT (115 л.с.),1.6 л,Бензин,Механика,Передний,Ghia,Седан,Чёрный,Левый,WF04*************,Не интересует,555 000
Ford,Mustang,2016,VI (2014—2017),60038 км,7 записей в отчёте Автотеки,Электронный,1,Не битый,2.3 AT (317 л.с.),2.3 л,Бензин,Автомат,Задний,Базовая,Купе,Синий,Левый,1FA6*************,,3 100 000
Ford,Focus,2011,III (2011—2015),267000 км,3 записи в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Ambiente,Хетчбек 5-дверный,Серый,Левый,X9FK*************,Не интересует,730 000
Ford,Fusion,2007,I рестайлинг (2005—2012),159000 км,9 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MT (101 л.с.),1.6 л,Бензин,Механика,Передний,Elegance,Хетчбек 5-дверный,Серебряный,Левый,WF0U*************,,539 000
Ford,Mondeo,2011,IV рестайлинг (2010—2014),126000 км,25 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.0 PowerShift (240 л.с.),2 л,Бензин,Робот,Передний,Titanium,Лифтбек,Серебряный,Левый,WF0E*************,,980 000
Ford,Focus,2011,II рестайлинг (2007—2011),177000 км,13 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Comfort,Хетчбек 5-дверный,Серый,Левый,X9FP*************,Не интересует,695 000
Ford,Mondeo,2001,III (2000—2003),178000 км,16 записей в отчёте Автотеки,,4+,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Базовая,Седан,Серебряный,Левый,WF04*************,,380 000
Ford,Tourneo Connect,2006,I (2002—2009),210000 км,9 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 TDCi MT (90 л.с.),1.8 л,Дизель,Механика,Передний,Базовая,Минивэн,Серый,Левый,WF0H*************,Возможен,655 000
Ford,Kuga,2016,II (2012—2016),114040 км,6 записей в отчёте Автотеки,,2,Не битый,1.6 4WD AT (150 л.с.),1.6 л,Бензин,Автомат,Полный,Trend Plus,Внедорожник 5-дверный,Синий,Левый,Z6FA*************,,1 750 000
Ford,Focus,2012,III (2011—2015),215600 км,21 запись в отчёте Автотеки,Оригинал,4+,Не битый,2.0 AMT (150 л.с.),2 л,Бензин,Робот,Передний,Sport Limited Edition,Универсал,Синий,Левый,X9FL*************,Возможен,849 000
Ford,Mondeo,2008,IV (2006—2010),245000 км,8 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.5 MT (220 л.с.),2.5 л,Бензин,Механика,Передний,Sport,Седан,Серый,Левый,WF0D*************,Не интересует,584 000
Ford,Transit,2018,VIII (2013—2023),149931 км,8 записей в отчёте Автотеки,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Микроавтобус,Чёрный,Левый,Z6FF*************,,3 090 000
Ford,Focus,2017,III рестайлинг (2014—2019),100551 км,25 записей в отчёте Автотеки,,3,Не битый,1.5 EcoBoost AT (150 л.с.),1.5 л,Бензин,Автомат,Передний,Titanium,Хетчбек 5-дверный,Чёрный,Левый,Z6F5*************,,1 099 000
Ford,Ranger,2008,II (2006—2009),332000 км,12 записей в отчёте Автотеки,Оригинал,3,Не битый,2.5 TDCi 4WD MT (143 л.с.),2.5 л,Дизель,Механика,Полный,,Пикап,Чёрный,Левый,WF0U*************,,750 000
Ford,Focus,2011,III (2011—2015),150198 км,15 записей в отчёте Автотеки,,2,Не битый,1.6 AMT (125 л.с.),1.6 л,Бензин,Робот,Передний,Titanium,Седан,Синий,Левый,X9FM*************,,689 000
