Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Ford,Fiesta,2008,Mk5 (2002—2008),176000 км,12 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,Trend+,Хетчбек 5-дверный,Фиолетовый,Левый,WF0H*************,Возможен,545 000
Ford,Transit,2015,VIII (2013—2023),900000 км,12 записей в отчёте Автотеки,Оригинал,1,Не битый,2.2 TDCi MT (135 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Фургон,Белый,Левый,Z6FX*************,,1 280 000
Ford,Transit,2013,VII (2006—2013),210123 км,10 записей в отчёте Автотеки,,4+,Не битый,2.2 TDCi MT (125 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Фургон,Серый,Левый,Z6F5*************,,1 690 000
Ford,Focus,2004,I рестайлинг (2001—2007),215993 км,9 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Седан,Зелёный,Левый,X9FF*************,Не интересует,350 000
Ford,Focus,2013,III (2011—2015),201000 км,21 запись в отчёте Автотеки,,3,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Trend,Хетчбек 5-дверный,Коричневый,Левый,X9FK*************,Не интересует,780 000
Ford,Transit,2019,VIII (2013—2023),102369 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Белый,Левый,XD23*************,,2 520 000
Ford,Mondeo,2016,V (2014—2019),152600 км,17 записей в отчёте Автотеки,,1,Не битый,2.5 AT (149 л.с.),2.5 л,Бензин,Автомат,Передний,Titanium,Седан,Серый,Левый,Z6FD*************,,1 815 000
Ford,Focus,2019,III рестайлинг (2014—2019),136000 км,3 записи в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (125 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Белый,Левый,Z6F4*************,,1 350 000
Ford,Focus,2013,III (2011—2015),177000 км,13 записей в отчёте Автотеки,,4+,Не битый,1.6 AMT (105 л.с.),1.6 л,Бензин,Робот,Передний,,Хетчбек 5-дверный,Коричневый,Левый,X9FK*************,,790 000
Ford,Focus,2013,III (2011—2015),99855 км,13 записей в отчёте Автотеки,,2,Не битый,1.6 AMT (125 л.с.),1.6 л,Бензин,Робот,Передний,Titanium,Седан,Серебряный,Левый,X9FM*************,,947 917
Ford,Galaxy,2007,II (2006—2010),257000 км,8 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 TDCi MT (125 л.с.),1.8 л,Дизель,Механика,Передний,Базовая,Минивэн,Чёрный,Левый,WF0M*************,,799 000
