Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Skoda,Rapid,2019,I рестайлинг (2017—2020),68751 км,4 записи в отчёте Автотеки,Оригинал,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Hockey Edition Ambition,Лифтбек,Серебряный,Левый,XW8A*************,Возможен,1 379 000
Skoda,Rapid,2021,II (2019—2023),56690 км,15 записей в отчёте Автотеки,,2,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Active,Лифтбек,Коричневый,Левый,XW8A*************,Возможен,1 420 000
Skoda,Rapid,2021,II (2019—2023),68483 км,7 записей в отчёте Автотеки,,1,Не битый,1.4 TSI DSG (125 л.с.),1.4 л,Бензин,Робот,Передний,,Лифтбек,Синий,Левый,XW8A*************,Возможен,1 779 000
Skoda,Rapid,2018,I рестайлинг (2017—2020),57127 км,5 записей в отчёте Автотеки,,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Hockey Edition Ambition,Лифтбек,Золотой,Левый,XW8A*************,,1 455 000
Skoda,Octavia,2018,III рестайлинг (2017—2020),64000 км,3 записи в отчёте Автотеки,,1,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,,Лифтбек,Белый,Левый,XW8A*************,Возможен,1 799 000
Skoda,Octavia,2014,III (2013—2017),97796 км,19 записей в отчёте Автотеки,,2,Не битый,1.2 TSI MT (105 л.с.),1.2 л,Бензин,Механика,Передний,,Лифтбек,Белый,Левый,XW8A*************,Возможен,1 121 000
Skoda,Rapid,2020,II (2019—2023),54000 км,3 записи в отчёте Автотеки,Электронный,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Entry,Лифтбек,Коричневый,Левый,XW8A*************,Не интересует,1 720 000
Skoda,Fabia,2014,II рестайлинг (2010—2014),125000 км,3 записи в отчёте Автотеки,,2,Не битый,1.2 MT (70 л.с.),1.2 л,Бензин,Механика,Передний,Fresh,Хетчбек 5-дверный,Белый,Левый,XW8E*************,,671 000
Skoda,Octavia,2013,II рестайлинг (2008—2013),103422 км,12 записей в отчёте Автотеки,,3,Не битый,1.8 TSI MT (152 л.с.),1.8 л,Бензин,Механика,Передний,,Лифтбек,Бежевый,Левый,XW8C*************,Возможен,1 097 000
Skoda,Octavia,2007,II (2004—2009),294060 км,11 записей в отчёте Автотеки,,3,Не битый,1.6 MPI MT (102 л.с.),1.6 л,Бензин,Механика,Передний,,Лифтбек,Синий,Левый,XW8D*************,,555 000
Skoda,Fabia RS,2012,II (2010—2014),164417 км,9 записей в отчёте Автотеки,,4+,Не битый,1.4 TSI DSG (180 л.с.),1.4 л,Бензин,Робот,Передний,Sport,Хетчбек 5-дверный,Серый,Левый,TMBE*************,,870 000
Skoda,Octavia,2013,III (2013—2017),134670 км,6 записей в отчёте Автотеки,,3,Не битый,1.4 TSI DSG (140 л.с.),1.4 л,Бензин,Робот,Передний,Ambition,Лифтбек,Чёрный,Левый,XW8A*************,,1 225 000
Skoda,Octavia,2009,I рестайлинг (2000—2011),34700 км,6 записей в отчёте Автотеки,Оригинал,1,Не битый,1.6 MPI MT (102 л.с.),1.6 л,Бензин,Механика,Передний,Tour,Лифтбек,Бежевый,Левый,XW8D*************,,1 050 000
Skoda,Rapid,2018,I рестайлинг (2017—2020),167766 км,6 записей в отчёте Автотеки,,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Hockey Edition Active,Лифтбек,Белый,Левый,XW8A*************,,1 275 000
Skoda,Rapid,2021,II (2019—2023),93442 км,2 записи в отчёте Автотеки,,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,,Лифтбек,Белый,Левый,XW8A*************,Возможен,1 749 000
Skoda,Octavia,2015,III (2013—2017),53148 км,27 записей в отчёте Автотеки,,1,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,Active,Лифтбек,Красный,Левый,XW8A*************,Возможен,1 357 400
Skoda,Octavia,2014,III (2013—2017),212000 км,32 записи в отчёте Автотеки,Дубликат,4+,Не битый,1.8 TSI DSG (180 л.с.),1.8 л,Бензин,Робот,Передний,,Лифтбек,Коричневый,Левый,XW8A*************,Не интересует,1 460 000
Skoda,Fabia,2009,II (2007—2010),169559 км,21 запись в отчёте Автотеки,,4+,Не битый,1.2 MT (60 л.с.),1.2 л,Бензин,Механика,Передний,Classic,Хетчбек 5-дверный,Синий,Левый,XW8A*************,Возможен,485 900
Skoda,Rapid,2016,I (2012—2017),129701 км,5 записей в отчёте Автотеки,,2,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Active,Лифтбек,Белый,Левый,XW8A*************,Возможен,1 129 000
Skoda,Octavia,2021,IV (2019—2023),71000 км,3 записи в отчёте Автотеки,,2,Не битый,1.4 TSI AT (150 л.с.),1.4 л,Бензин,Автомат,Передний,,Лифтбек,Белый,Левый,XW8A*************,,2 790 000
Skoda,Rapid,2020,II (2019—2023),75836 км,8 записей в отчёте Автотеки,,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Ambition,Лифтбек,Белый,Левый,XW8A*************,,1 525 000
Skoda,Kodiaq,2023,I рестайлинг (2021—2023),79 км,,,1,Не битый,2.0 TSI 4WD DSG (180 л.с.),2 л,Бензин,Робот,Полный,Style,Внедорожник 5-дверный,Чёрный,Левый,LSVZ*************,Возможен,4 999 000
Skoda,Rapid,2019,I рестайлинг (2017—2020),130715 км,22 записи в отчёте Автотеки,,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Style,Лифтбек,Синий,Левый,XW8A*************,Возможен,1 180 000
Skoda,Octavia,2019,III рестайлинг (2017—2020),144271 км,13 записей в отчёте Автотеки,,1,Не битый,1.4 TSI DSG (150 л.с.),1.4 л,Бензин,Робот,Передний,Ambition,Лифтбек,Белый,Левый,XW8A*************,Возможен,1 899 000
Skoda,Yeti,2012,I (2009—2014),200000 км,5 записей в отчёте Автотеки,,4+,Не битый,1.8 TSI 4WD DSG (152 л.с.),1.8 л,Бензин,Робот,Полный,,Внедорожник 5-дверный,Коричневый,Левый,TMBL*************,Не интересует,1 200 000
Skoda,Octavia,2013,III (2013—2017),151572 км,14 записей в отчёте Автотеки,,4+,Не битый,1.4 TSI DSG (140 л.с.),1.4 л,Бензин,Робот,Передний,,Лифтбек,Коричневый,Левый,TMBA*************,Возможен,1 224 600
Skoda,Octavia,2018,III рестайлинг (2017—2020),114705 км,5 записей в отчёте Автотеки,,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Active,Лифтбек,Белый,Левый,XW8A*************,,1 369 000
Skoda,Octavia,2016,III (2013—2017),115000 км,6 записей в отчёте Автотеки,,2,Не битый,1.4 TSI DSG (150 л.с.),1.4 л,Бензин,Робот,Передний,Style,Лифтбек,Чёрный,Левый,XW8A*************,Возможен,1 179 000
Skoda,Octavia,2011,II рестайлинг (2008—2013),190000 км,16 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 TSI DSG (152 л.с.),1.8 л,Бензин,Робот,Передний,L&K,Лифтбек,Чёрный,Левый,XW8B*************,Не интересует,908 000
Skoda,Fabia,2009,II (2007—2010),136200 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,1.2 MT (60 л.с.),1.2 л,Бензин,Механика,Передний,Classic,Хетчбек 5-дверный,Белый,Левый,XW8A*************,Не интересует,570 000
Skoda,Octavia,2013,III (2013—2017),148000 км,23 записи в отчёте Автотеки,,1,Не битый,1.8 TSI DSG (180 л.с.),1.8 л,Бензин,Робот,Передний,Style,Лифтбек,Серебряный,Левый,TMBA*************,Возможен,969 000
Skoda,Octavia,2020,III рестайлинг (2017—2020),104211 км,10 записей в отчёте Автотеки,,1,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,Active,Лифтбек,Белый,Левый,XW8A*************,,1 439 000
Skoda,Octavia,2015,III (2013—2017),179000 км,23 записи в отчёте Автотеки,,4+,Не битый,1.8 TSI DSG (180 л.с.),1.8 л,Бензин,Робот,Передний,,Лифтбек,Чёрный,Левый,XW8A*************,,1 549 000
Skoda,Superb,2011,II (2008—2013),169500 км,17 записей в отчёте Автотеки,,4+,Не битый,1.8 TSI AT (152 л.с.),1.8 л,Бензин,Автомат,Передний,Ambition,Лифтбек,Коричневый,Левый,TMBA*************,Возможен,955 000
Skoda,Rapid,2020,II (2019—2023),157000 км,4 записи в отчёте Автотеки,Электронный,2,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Active,Лифтбек,Белый,Левый,XW8A*************,Не интересует,1 200 000
Skoda,Octavia,2014,III (2013—2017),99500 км,17 записей в отчёте Автотеки,Оригинал,2,Не битый,1.4 TSI DSG (140 л.с.),1.4 л,Бензин,Робот,Передний,,Лифтбек,Белый,Левый,XW8A*************,Не интересует,1 230 000
Skoda,Rapid,2015,I (2012—2017),201000 км,13 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.2 MPI MT (75 л.с.),1.2 л,Бензин,Механика,Передний,Базовая,Универсал,Белый,Левый,XW8A*************,Возможен,660 000
Skoda,Rapid,2021,II (2019—2023),58552 км,3 записи в отчёте Автотеки,Электронный,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Hockey Edition,Лифтбек,Бежевый,Левый,XW8A*************,Возможен,1 999 999
